,merchant_name,broken_link_score,link_contact_us_exist,cu_email_exist,cu_phone_number_exist,link_about_us_exist,link_tnc_exist,tnc_refund_policy_exist,contact_us_score,tnc_score,broken_links,website,label
0,DutaSaranaComputer,0.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,100.0,{},https://www.dutasarana.com/,APPROVED
0,BritishCouncilIndonesiaFoundation,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,{},https://www.britishcouncilfoundation.id/,APPROVED
0,LOVECLOTHING,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{'': 'None'},http://www.loveclothing.top,APPROVED
0,onescare,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{'': 'None'},https://gladeals.com/,APPROVED
0,Alexagift,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{'': 'None'},http://www.alexagift.com,APPROVED
0,BCDToys,0.0,1.0,1.0,1.0,0.0,1.0,1.0,100.0,100.0,{},bcdtoys.id,APPROVED
0,PTDEVINCIGROUPINDONESIA,0.0,1.0,1.0,0.0,0.0,1.0,1.0,50.0,100.0,{},https://hosting.odoo-consultants.com/whmcs/cart.php?gid=1,APPROVED
0,Cv.KaruniaWebDesain,0.0,0.0,0.0,1.0,0.0,0.0,0.0,50.0,0.0,{},https://niadesain.com,APPROVED
0,Cubinx,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,{},https://cubinx.com,APPROVED
0,SukaLes,0.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,0.0,{},https://www.sukales.com/,APPROVED
0,Goodherbal,0.0,0.0,0.0,1.0,1.0,1.0,1.0,50.0,100.0,{},www.goodherbal.id,APPROVED
0,CactusBooks,10.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,100.0,{'https:///www.cactusbooks.net/login': 'None'},https://www.cactusbooks.net/,APPROVED
0,Dekorie,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{'': 'None'},https://dekorie.com/,APPROVED
0,CVanekaTirtaabadi,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{'': 'None'},Https://cvatb.com,APPROVED
0,ColourYoga,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,100.0,{},https://www.colouryoga.com,APPROVED
0,WinstonSmithLady,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,100.0,{},winstonsmithlady.com,APPROVED
0,i-blend,0.0,1.0,1.0,1.0,1.0,1.0,0.0,100.0,0.0,{},https://www.i-blend.shop/,APPROVED
0,Herbalife-NurulMuhtadin,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{'': 'None'},www.numuhta.goherbalife.com,APPROVED
0,Soepshop,0.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,100.0,{},https://www-soepshop-com.myshopify.com/,APPROVED
0,PTNEWRATNAMOTOR,0.0,1.0,1.0,1.0,1.0,1.0,0.0,100.0,0.0,{},https://www.andalanrental.com,APPROVED
0,AoraJewelry,0.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,100.0,{},www.aorajewelry.com,APPROVED
0,HotelCleopatra,100.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,100.0,{},https://cleopatrahotel.co.id,APPROVED
0,Xtremecellular,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,100.0,{},www.xtremecellular.com,APPROVED
0,WhereisWayan?,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,100.0,{},https://www.whereiswayan.com,APPROVED
0,SENCOMMUNITY,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{'https://www.sencommunity.id/live/index.php?Itemid=8888': '<Response [404]>'},www.sencommunity.id/live,APPROVED
0,CertifiedSkillsAcademy,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,{},www.certifiedskills.academy,APPROVED
0,ebookmahasiswa,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{'': 'None'},https://ebookmahasiswa.com,APPROVED
0,Oedel,0.0,1.0,1.0,1.0,0.0,1.0,1.0,100.0,100.0,{},https://oedel.id,APPROVED
0,Parnozh,0.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,100.0,{},https://www.parnozh.com,APPROVED
0,PKBMSUKSES,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,100.0,{},http://pkbmsukses.com/,APPROVED
0,Parlent,0.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,100.0,{},https://parlentworld.com,APPROVED
0,LifePalTechnologiesPte.Ltd.,0.0,0.0,1.0,1.0,1.0,1.0,1.0,100.0,100.0,{},https://lifepal.co.id,APPROVED
0,KEDAITAS,0.0,1.0,1.0,1.0,0.0,1.0,1.0,100.0,100.0,{},https://kedaitas.com/,APPROVED
0,A7PRO,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{'': 'None'},https://a7pro.id,APPROVED
0,JeggerStore,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{'': 'None'},https://www.jeggerstore.com/,APPROVED
0,Leopard,0.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,100.0,{},http://doku.com,APPROVED
0,Qimora,10.0,1.0,1.0,1.0,0.0,1.0,0.0,100.0,0.0,{'http://url': 'None'},www.houseofqimora.com,APPROVED
0,Coier,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},Coier.co,APPROVED
0,NYETAK.ID,0.0,0.0,1.0,1.0,0.0,1.0,1.0,100.0,100.0,{},www.nyetak.id,APPROVED
0,Businesstest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},www.businesspartnership.com,APPROVED
0,distributormci,0.0,0.0,1.0,1.0,1.0,0.0,0.0,100.0,0.0,{},https://bioglassaslimci.com,APPROVED
0,everinmall,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,{},Everinmall.com,APPROVED
0,SolefulIndonesia,0.0,1.0,1.0,1.0,0.0,1.0,1.0,100.0,100.0,{},https://www.solefulindonesia.com/,APPROVED
0,thegoodfriendsshop,10.0,1.0,1.0,0.0,1.0,1.0,1.0,50.0,100.0,{'https://thegoodfriendsshop.com/shoes/': '<Response [403]>'},https://thegoodfriendsshop.com,APPROVED
0,StylishArmor,0.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,100.0,{},http://stylisharmor.com/,APPROVED
0,NomadWatchWorksID,0.0,1.0,1.0,1.0,1.0,0.0,0.0,100.0,0.0,{},https://www.nomadwatchworksid.com,APPROVED
0,Kotakulit,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,100.0,{},http://www.kotakulit.com,APPROVED
0,Kitchenited,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{'': 'None'},https://kitchenited.com,APPROVED
0,STEIITB,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{'': 'None'},http://ichveps.org/,APPROVED
0,TOKOPEDIA,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,100.0,{},https://www.tokopedia.com,APPROVED
0,Plazashope.com,20.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,100.0,"{'https://plazashope.com/category/top-brand/': '<Response [403]>', 'https://plazashope.com/': '<Response [403]>'}",https://plazashope.com/,APPROVED
